Student Name,Gender,Student No.,Gapps Account,,,Grade,Course 1,Course 1 Title,Course 1 Credit Value,Course 2,Course 2 Title,Course 2 Credit Value,Course 3,Course 3 Title,Course 3 Credit Value,Course 4,Course 4 Title,Course 4 Credit Value,Course 5,Course 5 Title,Course 5 Credit Value,Course 6,Course 6 Title,Course 6 Credit Value,Course 7,Course 7 Title,Course 7 Credit Value,Course 8,Course 8 Title,Course 8 Credit Value,Course 9,Course 9 Title,Course 9 Credit Value,Course 10,Course 10 Title,Course 10 Credit Value,Course 11,Course 11 Title,Course 11 Credit Value,Total Courses,Alternate Course 1,Alternate Course 1 Title,Alternate Course 1 Credit Value,Alternate Course 2,Alternate Course 2 Title,Alternate Course 2 Credit Value,Alternate Course 3,Alternate Course 3 Title,Alternate Course 3 Credit Value
"Maurizia,Peg",F,498045331,498045331@gapps.yrdsb.ca,,,12,AWC4M1,Visual Arts- Ceramics,1,HHG4M1,Issues in Human Growth and Development,1,HSB4U1,Challenge and Change in Society,1,MDM4U1,Mathematics of Data Management,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,,,,6,AWQ4M1,Visual Arts - Photography (Alternate),1,AVI4M1,Visual Arts (Alternate),1,,,
"Gabriell,Caitlin",M,425404130,425404130@gapps.yrdsb.ca,,,10,ADB2O1,Drama - Musical Theatre,1,CHC2P1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2P1,English,1,GLC2O1,Career Studies,0.5,GLE2O1,Learning Strategies: Skills for Success in Secondary School,1,HFN2O1,Food and Nutrition,1,MFM2P1,Foundations of Mathematics,1,SNC2P1,Science,1,,,,,,,9,BBI2O1,Introduction to Business (Alternate),1,,,,,,
"Irina,Seana",M,426818508,426818508@gapps.yrdsb.ca,,,11,AMI3M1,Instrumental Music-Band,1,AMR3M1,Repertoire,1,ENG3U1,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,ICS3U1,Introduction to Computer Science,1,MCR3U1,Functions,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,TGV3M1,"Communications Technology: TV, Video & Movie Production",1,,,,,,,9,TEJ3M1,Computer Engineering Technology (Alternate),1,SBI3U1,Biology (Alternate),1,,,
"Maryl,Sibelle",F,473942532,473942532@gapps.yrdsb.ca,,,11,CLU3M1,Understanding Canadian Law,1,COP3X#,Co Op Sem 1 or 2 Am or Pm,2,ENG3UE,English,1,IDC4UE,Interdisciplinary Studies,1,MCR3U1,Functions,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,,,,,,,,,,,,,7,HSG3M1,Gender Studies (Alternate),1,HFC3M1,Food and Culture (Alternate),1,,,
"Freida,Elisabetta",M,478603144,478603144@gapps.yrdsb.ca,,,10,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,TGJ2O1,Communications Technology,1,,,,,,,9,,,,,,,,,
"Lorianna,Emlynn",F,498634495,498634495@gapps.yrdsb.ca,,,12,BOH4M1,Business Leadership:  Management Fu,1,ENG4UE,English,1,HZT4U1,Philosophy: Questions and Theories,1,ICS4UE,Computer Science,1,MCV4UE,Calculus and Vectors,1,MDM4U1,Mathematics of Data Management,1,MHF4U6,Advanced Functions,1,SPH4U1,Physics,1,,,,,,,,,,8,CIA4U1,Analysing Current Economic Issues (Alternate),1,CPW4U1,Canadian and World Politics (Alternate),1,,,
"Debi,Esmaria",M,457615908,457615908@gapps.yrdsb.ca,,,10,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,FSF2D2,Core French,1,GLC2O1,Career Studies,0.5,HFC3M1,Food and Culture,1,MPM2D1,Principles of Mathematics,1,PAF2O9,Personal and Fitness Activities-Male,1,SNC2D1,Science,1,,,,,,,9,,,,,,,,,
"Lauren,Brandise",M,415682345,415682345@gapps.yrdsb.ca,,,12,ENG4U1,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,PPL4O9,Healthy Active Living Education,1,PSK4U1,Introductory Kinesiology,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,,,,7,IDC4UE,Interdisciplinary Studies (Alternate),1,PAF4O9,Personal & Fitness Activities-Male (Alternate),1,,,
"Aloisia,Mikaela",M,492728503,492728503@gapps.yrdsb.ca,,,11,AVI3M1,Visual Arts,1,AWL3M1,Visual Arts - Drawing,1,ENG3U1,English,1,ICS3U1,Introduction to Computer Science,1,IDC3O1,Interdisciplinary Studies,1,MCR3U1,Functions,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,8,CLU3M1,Understanding Canadian Law (Alternate),1,,,,,,
"Harli,Tara",F,445904953,445904953@gapps.yrdsb.ca,,,12,ENG4U1,English,1,HFC3M1,Food and Culture,1,HHG4M1,Issues in Human Growth and Development,1,HSB4U1,Challenge and Change in Society,1,HZT4U1,Philosophy: Questions and Theories,1,IDC4UE,Interdisciplinary Studies,1,PPL4O8,Healthy Active Living Education,1,,,,,,,,,,,,,7,HFA4U1,Nutrition and Health (Alternate),1,HFA4C1,Nutrition and Health (Alternate),1,,,
"Nicol,Kitty",F,450697753,450697753@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1P1,Geography of Canada,1,ENG1P1,English,1,FSF1P1,Core French,1,GLE1O1,Learning Strategies 1: Skills for Success in Secondary School,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1P1,Science,1,,,,,,,,,,8,,,,,,,,,
"Heidie,Ginnie",F,421988569,421988569@gapps.yrdsb.ca,,,12,CGC1D+,Issues in Canadian Geography,1,COP3X#,Co Op Sem 1 or 2 Am or Pm,2,COP3X&,CoOp Sem 1 or 2 PM,2,ENG2D+,English,1,ENG3UK,English,1,MBF3CK,Foundations for College Mathematics,1,SVN3MK,Environmental Science,1,,,,,,,,,,,,,7,,,,,,,,,
"Claribel,Dix",F,407125924,407125924@gapps.yrdsb.ca,,,12,BBB4M1,International Business Fundamentals,1,CPW4U1,Canadian and World Politics,1,HFA4U1,Nutrition and Health,1,HZT4U1,Philosophy: Questions and Theories,1,MCV4U1,Calculus and Vectors,1,ZREMOT,Remote Holding Code,0,,,,,,,,,,,,,,,,6,ICS4U1,Computer Science  (Alternate),1,CIA4U1,Analysing Current Economic Issues (Alternate),1,,,
"Janifer,Guglielma",M,481062299,481062299@gapps.yrdsb.ca,,,12,COP3X5,CoOp 2 Credit - Sem 1 - AM ONLY,2,MAP4CK,Foundations for College Mathematics,1,MFM2PI,Foundations of Mathematics,1,PPL3OC,Healthy Active Living Education,2,QUAD3A,QUAD 3 SEM 2 - A.M.,0,QUAD4A,QUAD 4 SEM 2 - A.M.,0,,,,,,,,,,,,,,,,6,,,,,,,,,
"Marijo,Darby",M,416915458,416915458@gapps.yrdsb.ca,,,11,DCO3OC,Creating Opportunities through Co-o,2,ENG3U1,English,1,MCR3U1,Functions,1,PAF3O9,Personal and Fitness Activities-Male,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,,,,7,BMI3C1,"Marketing:Goods, Services, Events (Alternate)",1,PSK4U1,Introductory Kinesiology (Alternate),1,,,
"Dottie,Krystyna",F,494412865,494412865@gapps.yrdsb.ca,,,12,ADA4M1,Drama,1,ADB4M1,Drama - Musical Theatre,1,BBB4M1,International Business Fundamentals,1,CLN4U1,Canadian and International Law,1,HHG4M1,Issues in Human Growth and Development,1,HZT4U1,Philosophy: Questions and Theories,1,PAF4O8,Personal & Fitness Activities-Female,1,TGV3M1,"Communications Technology: TV, Video & Movie Production",1,,,,,,,,,,8,,,,,,,,,
"Marylynne,Chelsea",M,420327976,420327976@gapps.yrdsb.ca,,,10,AMI1O4,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CHV2OL,Civics and Citizenship,0.5,ESLBO1,"English as a Second Language, Level 2",1,ESLCO1,"English as a Second Language, Level 3",1,FSF1O1,Core French,1,GLC2OL,Career Studies,0.5,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1DL,Science,1,,,,10,,,,,,,,,
"Avrit,Elnora",F,416842201,416842201@gapps.yrdsb.ca,,,12,ENG4U1,English,1,FSF4U1,Core French,1,IDC4UE,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,7,HFA4U1,Nutrition and Health (Alternate),1,CGW4U1,Canadian and World Issues:  A Geogr (Alternate),1,,,
"Letta,Anthia",M,406563911,406563911@gapps.yrdsb.ca,,,12,AMR4M1,Repertoire,1,ENG4U1,English,1,EWC4U1,The Writer's Craft,1,FSF4U1,Core French,1,IDC4U1,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SPH4U1,Physics,1,,,,,,,9,AMI4M1,Instrumental Music-Band (Alternate),1,EWC4U1,The Writer's Craft (Alternate),1,,,
"Vivia,Ezmeralda",F,412909349,412909349@gapps.yrdsb.ca,,,12,ADB4M1,Drama - Musical Theatre,1,CGW4U1,Canadian and World Issues:  A Geogr,1,ENG4U1,English,1,EWC4U1,The Writer's Craft,1,HFA4U1,Nutrition and Health,1,HHG4M1,Issues in Human Growth and Development,1,,,,,,,,,,,,,,,,6,HZT4U1,Philosophy: Questions and Theories (Alternate),1,IDC4UE,Interdisciplinary Studies (Alternate),1,,,
"Una,Fay",F,433363436,433363436@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,9,,,,,,,,,
"Evonne,Lydie",F,414307760,414307760@gapps.yrdsb.ca,,,12,AVI4M1,Visual Arts,1,ENG4U1,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,,,,7,IDC4UE,Interdisciplinary Studies (Alternate),1,,,,,,
"Gae,Billie",M,431870088,431870088@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,ENG3U1,English,1,FSF3U1,Core French,1,HFC3M1,Food and Culture,1,MCR3U1,Functions,1,PAF3O9,Personal and Fitness Activities-Male,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,8,TGV3M1,"Communications Technology: TV, Video & Movie Production (Alternate)",1,,,,,,
"Roze,Mariam",M,486695688,486695688@gapps.yrdsb.ca,,,10,AVI2O1,Visual Arts,1,BBI2O1,Introduction to Business,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,TEJ2O1,Computer Technology,1,TGJ2O1,Communications Technology,1,,,,,,,9,FSF2D1,Core French (Alternate),1,,,,,,
"Lynett,Sayre",F,463337114,463337114@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D2,Core French,1,GLE1O1,Learning Strategies 1: Skills for Success in Secondary School,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,,,,8,HIF1O1,"Individual, Family and Social Living (Alternate)",1,AMI1O4,Instrumental Music-Band (Alternate),1,,,
"Vilhelmina,Noemi",M,491768429,491768429@gapps.yrdsb.ca,,,12,BOH4M1,Business Leadership:  Management Fu,1,ENG4U1,English,1,HFA4U1,Nutrition and Health,1,IDC4U1,Interdisciplinary Studies,1,MHF4U1,Advanced Functions,1,TGV4M1,"Communications Technology: TV, Video & Movie Production",1,ZREMOT,Remote Holding Code,0,,,,,,,,,,,,,7,BAT4M1,Financial Accounting Principles (Alternate),1,CIA4U1,Analysing Current Economic Issues (Alternate),1,,,
"Mandi,Idell",M,404697034,404697034@gapps.yrdsb.ca,,,9,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,GLE1O1,Learning Strategies 1: Skills for Success in Secondary School,1,HIF1O1,"Individual, Family and Social Living",1,MTH1W1,Mathematics,1,PAI1O1,Individual & Small Group Activities,1,SNC1D1,Science,1,,,,,,,,,,8,AVI1O1,Visual Arts (Alternate),1,AMI1O4,Instrumental Music-Band (Alternate),1,,,
"Natassia,Verla",F,454146893,454146893@gapps.yrdsb.ca,,,10,AVI2O1,Visual Arts,1,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,HFN2O1,Food and Nutrition,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,9,AMI2O1,Instrumental Music-Band (Alternate),1,ADB2O1,Drama - Musical Theatre (Alternate),1,,,
"Janith,Gael",F,429123533,429123533@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,,,,8,ADA1O1,Drama (Alternate),1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Celestia,Madelina",F,417230249,417230249@gapps.yrdsb.ca,,,10,ADA2O1,Drama,1,AVI2O1,Visual Arts,1,BBI2O7,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,9,HFN2O1,Food and Nutrition (Alternate),1,,,,,,
"Adelaide,Iolanthe",F,485120609,485120609@gapps.yrdsb.ca,,,11,AVI3M1,Visual Arts,1,BAF3M1,Financial Accounting Fundamentals,1,ENG3U1,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,ICS3U1,Introduction to Computer Science,1,MCR3U1,Functions,1,SBI3U1,Biology,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,,,,8,SCH3U1,Chemistry (Alternate),1,TDJ3M1,Technological Design (Alternate),1,,,
"Ninette,Nina",M,458555889,458555889@gapps.yrdsb.ca,,,10,ADA2O1,Drama,1,CHC2DG,Canadian History Since World War I,1,ENG2DG,English,1,FSF2DG,Core French,1,HFN2O1,Food and Nutrition,1,HPW3C1,Living and Working with Children,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,,,,,,,,,,8,PPL2O9,Healthy Active Living Education-Male (Alternate),1,AWC2O1,Visual Arts- Ceramics (Alternate),1,,,
"Franni,Carlita",F,422068201,422068201@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,ENG3U1,English,1,GPP3O1,Leadership and Peer Support,1,ICS3U1,Introduction to Computer Science,1,IDC3O1,Interdisciplinary Studies,1,MCR3U6,Functions,1,MDM4U1,Mathematics of Data Management,1,PAF3O8,Personal and Fitness Activities-Female,1,,,,,,,,,,8,,,,,,,,,
"Erin,Sigrid",M,446025887,446025887@gapps.yrdsb.ca,,,12,BAT4M1,Financial Accounting Principles,1,ENG4U1,English,1,HFA4U1,Nutrition and Health,1,IDC4U1,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MDM4U1,Mathematics of Data Management,1,MHF4U1,Advanced Functions,1,PPL4O9,Healthy Active Living Education,1,,,,,,,,,,8,BOH4M1,Business Leadership:  Management Fu (Alternate),1,PSK4U1,Introductory Kinesiology (Alternate),1,,,
"Eran,Adore",M,434290220,434290220@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,,,,,,,,,,8,AVI1O1,Visual Arts (Alternate),1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Trixi,Dianne",M,440755165,440755165@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,CLU3M1,Understanding Canadian Law,1,ENG3U1,English,1,ICS3U6,Introduction to Computer Science,1,MCR3U6,Functions,1,MDM4UE,Mathematics of Data Management,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,8,PAF3O9,Personal and Fitness Activities-Male (Alternate),1,TEJ3M1,Computer Engineering Technology (Alternate),1,,,
"Kelci,Chere",F,411406538,411406538@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,9,AVI1O1,Visual Arts (Alternate),1,,,,,,
"Lorilyn,Nessi",M,480995773,480995773@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,BMI3C1,"Marketing:Goods, Services, Events",1,CIE3M1,The Individual and the Economy,1,CLU3M1,Understanding Canadian Law,1,HFC3M1,Food and Culture,1,ICS3U1,Introduction to Computer Science,1,MCR3U1,Functions,1,PPL3O9,Healthy Active Living Education-Male,1,,,,,,,,,,8,IDC3O1,Interdisciplinary Studies (Alternate),1,ICS3C1,Introduction to Computer Programming (Alternate),1,,,
"Aline,Laureen",M,465863732,465863732@gapps.yrdsb.ca,,,10,AVI2O1,Visual Arts,1,BBI2O1,Introduction to Business,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,ENG3C1,English,1,GLC2O1,Career Studies,0.5,ICS3C1,Introduction to Computer Programming,1,MFM2P1,Foundations of Mathematics,1,SNC1P1,Science,1,,,,,,,9,ICS2O1,Introduction to Computer Studies (Alternate),1,TGJ2O1,Communications Technology (Alternate),1,,,
"Tressa,Adelheid",M,431878885,431878885@gapps.yrdsb.ca,,,12,COP3X#,Co Op Sem 1 or 2 Am or Pm,2,ENG4C1,English,1,GLE4O1,Advanced Learning Strategies:Skills for Success After Secondary School (Identifi,1,HFA4C1,Nutrition and Health,1,PAF4O9,Personal & Fitness Activities-Male,1,PPL4O9,Healthy Active Living Education,1,ZREMOT,Remote Holding Code,0,,,,,,,,,,,,,7,COP3X&,CoOp Sem 1 or 2 PM (Alternate),2,IDC3O1,Interdisciplinary Studies (Alternate),1,,,
"Cinnamon,Carolynn",M,424051941,424051941@gapps.yrdsb.ca,,,10,ADA2O1,Drama,1,AMR2O1,Repertoire,1,AWC2O1,Visual Arts- Ceramics,1,BBI2O1,Introduction to Business,1,CHC2DG,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2DG,English,1,GLC2O1,Career Studies,0.5,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,,,,10,TGJ2O1,Communications Technology (Alternate),1,TEJ2O1,Computer Technology (Alternate),1,,,
"Ambur,Kylie",M,426439148,426439148@gapps.yrdsb.ca,,,11,AMI3M1,Instrumental Music-Band,1,AMR3M1,Repertoire,1,BMI3C1,"Marketing:Goods, Services, Events",1,CLU3M1,Understanding Canadian Law,1,ENG3U1,English,1,ENG4U1,English,1,ICS4UE,Computer Science,1,MCR3U1,Functions,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,9,TEJ4M1,Computer Engineering Technology (Alternate),1,IDC3OE,Interdisciplinary Studies (Alternate),1,,,
"Loria,Catherine",M,494310593,494310593@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,,,,,,,,,,8,HIF1O1,"Individual, Family and Social Living (Alternate)",1,GLS1O1,Learning Strategies 1: Skills for Success in Secondary School (Alternate),1,,,
"Gilberta,Alika",M,499955059,499955059@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W7,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D7,Science,1,,,,,,,,,,8,TIJ1O1,Exploring Technologies (Alternate),1,ICS2O1,Introduction to Computer Studies (Alternate),1,,,
"Dedra,Leandra",F,481470891,481470891@gapps.yrdsb.ca,,,11,ADB3M1,Drama - Musical Theatre,1,CLU3M1,Understanding Canadian Law,1,DCO3OC,Creating Opportunities through Co-o,2,ENG3U1,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,MBF3C1,Foundations for College Mathematics,1,TGV3M1,"Communications Technology: TV, Video & Movie Production",1,,,,,,,,,,,,,7,BAF3M1,Financial Accounting Fundamentals (Alternate),1,CHT3O1,World History Since 1900 : Global and Regional Interactions (Alternate),1,,,
"Riannon,Joye",M,479026567,479026567@gapps.yrdsb.ca,,,12,KCCGND,Transit Training and Community Expl,0,KENGND,Language and Communication Developm,0,KMMGND,Numeracy and Numbers,0,KPFGND,Personal Health and Fitness,0,ZREMOT,Remote Holding Code,0,,,,,,,,,,,,,,,,,,,5,,,,,,,,,
"Jenica,Charmine",M,485506163,485506163@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,AVI1O1,Visual Arts,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PAI1O1,Individual & Small Group Activities,1,SNC1D1,Science,1,,,,,,,,,,8,TIJ1O1,Exploring Technologies (Alternate),1,BTT1O1,Information and Communication Techn (Alternate),1,,,
"Josepha,Sue",F,402552487,402552487@gapps.yrdsb.ca,,,10,AVI2O1,Visual Arts,1,BBI2O1,Introduction to Business,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,TEJ2O1,Computer Technology,1,,,,,,,9,PPL2O8,Healthy Active Living Education-Female (Alternate),1,,,,,,
"Harriot,Steffane",F,472554408,472554408@gapps.yrdsb.ca,,,10,KENBNR,Language and Communication Developm,0,KGLBNR,Personal Life Skills,0,KMMBNR,Numeracy and Numbers,0,KPHBNR,Choice Making for Healthy Living,0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,
"Gwenneth,Minette",M,448963068,448963068@gapps.yrdsb.ca,,,12,ENG4U1,English,1,ESLEO1,"English as a Second Language, Level 5",1,ICS4U1,Computer Science,1,MCV4U1,Calculus and Vectors,1,MDM4U1,Mathematics of Data Management,1,MHF4U1,Advanced Functions,1,PAF4O9,Personal & Fitness Activities-Male,1,SCH4U1,Chemistry,1,,,,,,,,,,8,,,,,,,,,
"Kalie,Cassey",M,425294141,425294141@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,,,,,,,,,,8,,,,,,,,,
"Fina,Shaylynn",M,424367384,424367384@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,,,,,,,,,,8,ICS2O1,Introduction to Computer Studies (Alternate),1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Samaria,Bella",M,490711543,490711543@gapps.yrdsb.ca,,,9,CGC1D1,Issues in Canadian Geography,1,ESLBO1,"English as a Second Language, Level 2",1,ESLCO1,"English as a Second Language, Level 3",1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1DL,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,,,,8,AVI1O1,Visual Arts (Alternate),1,BTT1O1,Information and Communication Techn (Alternate),1,,,
"Jaine,Betsey",F,432913806,432913806@gapps.yrdsb.ca,,,11,ADA3M1,Drama,1,AVI3M1,Visual Arts,1,AWQ3M1,Visual Arts - Photography,1,BAF3M1,Financial Accounting Fundamentals,1,CGG3O1,Travel and Tourism:A Geographic Perspective,1,ENG3U1,English,1,MCR3U1,Functions,1,TDJ3M1,Technological Design,1,,,,,,,,,,8,,,,,,,,,
"Hally,Clemmie",M,435072837,435072837@gapps.yrdsb.ca,,,11,CHC2P1,Canadian History Since World War I,1,ENG3U1,English,1,HFC3M1,Food and Culture,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,MCR3U1,Functions,1,PAF3O9,Personal and Fitness Activities-Male,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,,,,,,,,,,8,TGV3M1,"Communications Technology: TV, Video & Movie Production (Alternate)",1,IDC3O1,Interdisciplinary Studies (Alternate),1,,,
"Donni,Perl",F,433419713,433419713@gapps.yrdsb.ca,,,12,CGW4UE,World Issues:  A Geographic Perspective,1,CLN4U1,Canadian and International Law,1,ENG4UE,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SPH4UE,Physics,1,,,,,,,,,,,,,,,,6,BBB4M1,International Business Fundamentals (Alternate),1,,,,,,
"Brandice,Terri",F,465852047,465852047@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,BTT1O1,Information and Communication Techn,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,MTH1WG,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1DG,Science,1,,,,,,,,,,8,BBI2O1,Introduction to Business (Alternate),1,AMV1O1,Music - Vocal/Choral (Alternate),1,,,
"Harmonie,Ansley",M,466551679,466551679@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,ENG3UE,English,1,ICS3U6,Introduction to Computer Science,1,SBI3U6,Biology,1,SCH3U6,Chemistry,1,SPH3U1,Physics,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,,,,,,,7,SPH4UE,Physics (Alternate),1,SCH4UE,Chemistry (Alternate),1,,,
"Britney,Pamella",F,479965017,479965017@gapps.yrdsb.ca,,,11,AWQ3M1,Visual Arts - Photography,1,CLU3M1,Understanding Canadian Law,1,COP3X#,Co Op Sem 1 or 2 Am or Pm,2,ENG3UE,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,MCF3M1,Functions and Applications,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,,,,,,,7,HFC3M1,Food and Culture (Alternate),1,,,,,,
"Elfie,Cordi",M,472439435,472439435@gapps.yrdsb.ca,,,11,BBB4M1,International Business Fundamentals,1,ENG3U1,English,1,PAF3O9,Personal and Fitness Activities-Male,1,PPL3O9,Healthy Active Living Education-Male,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,TGV3M1,"Communications Technology: TV, Video & Movie Production",1,,,,,,,,,,8,CIE3M1,The Individual and the Economy (Alternate),1,,,,,,
